index,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_Revenue,Response,Marital_Status_Binary,Kids,date,monto_gastado
2171,3968,53,2n Cycle,Divorced,65706.0,28-06-2013,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0,11,1,0,0,Jun,1199
603,895,75,PhD,Married,61467.0,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,11,0,1,2,December,594
1248,4298,50,PhD,Together,20427.0,24-03-2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,March,10
67,9369,44,2n Cycle,Single,88194.0,19-03-2014,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,11,1,0,1,March,1274
213,2877,49,Master,Together,46014.0,21-01-2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,11,0,1,2,Yan,541
1041,6730,69,Graduation,Married,38998.0,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,11,0,1,2,November,54
1531,125,65,2n Cycle,Together,53083.0,15-05-2013,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,11,0,1,2,May,271
1755,5394,44,Basic,Single,16014.0,17-03-2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,11,0,0,2,March,38
1259,2147,54,Graduation,Together,76653.0,16-08-2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,11,0,1,0,Aug,2279
2142,7124,55,Graduation,Divorced,36997.0,01-02-2013,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,11,0,0,2,Feb,94
1180,359,73,Graduation,Together,48070.0,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,11,0,1,1,Yan,504
1757,3524,52,Master,Single,39763.0,04-08-2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,11,1,0,1,Aug,167
1241,1921,56,PhD,Married,59062.0,03-10-2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,11,0,1,3,Oct,71
184,2563,62,Basic,Married,28249.0,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,11,0,1,0,Jun,43
827,6768,61,Graduation,Divorced,37859.0,12-01-2013,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,11,0,0,3,Yan,36
2158,5186,68,PhD,Married,58482.0,12-03-2014,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,11,0,1,1,March,731
999,9097,67,Graduation,Divorced,46086.0,03-11-2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,11,0,0,1,November,343
957,2134,71,Graduation,Single,53700.0,17-08-2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,11,0,0,1,Aug,694
198,6422,69,Graduation,Married,86718.0,17-01-2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,11,0,1,0,Yan,1270
390,8318,44,Graduation,Together,90300.0,03-01-2014,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,11,0,1,0,Yan,1738
332,10675,67,PhD,Married,66334.0,03-04-2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,11,1,1,1,Apr,1161
242,10735,52,Graduation,Single,22804.0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,11,0,0,1,July,26
1219,9739,60,Graduation,Single,34377.0,19-01-2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,11,0,0,1,Yan,114
2061,1612,42,PhD,Single,51381.5,31-05-2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,11,0,0,1,May,47
269,4557,53,Graduation,Together,22070.0,04-10-2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,11,0,1,1,Oct,67
1068,4817,67,Graduation,Divorced,22304.0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,11,0,0,0,Aug,18
863,4271,34,2n Cycle,Together,38683.0,04-10-2012,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,11,0,1,1,Oct,341
937,1204,53,PhD,Married,67536.0,22-05-2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,11,0,1,1,May,1829
1650,8079,41,Graduation,Married,22448.0,26-02-2014,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,11,0,1,1,Feb,55
611,4587,79,Master,Widow,45006.0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,11,0,0,0,July,266
1851,11148,48,Graduation,Together,22280.0,19-05-2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,May,13
1580,3790,67,Graduation,Together,34633.0,23-01-2014,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,11,0,1,3,Yan,15
200,7300,71,Graduation,Divorced,69142.0,29-06-2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,11,0,0,1,Jun,535
2221,7366,41,Master,Single,75777.0,04-07-2013,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,11,1,0,0,July,1438
1029,8985,59,2n Cycle,Together,68316.0,04-11-2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,11,0,1,1,November,1211
336,7381,55,Graduation,Divorced,75693.0,06-12-2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,11,1,0,0,December,1442
763,7573,45,PhD,Single,31626.0,10-05-2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,11,1,0,1,May,86
758,10470,44,Master,Married,40662.0,15-03-2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,11,0,1,1,March,92
288,10102,57,Graduation,Widow,79946.0,12-05-2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,11,0,0,0,May,1478
1001,7962,36,PhD,Single,95169.0,09-10-2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,11,1,0,0,Oct,1901
1751,7807,49,Graduation,Married,44989.0,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,11,0,1,1,Sep,369
43,7281,64,PhD,Single,51381.5,05-11-2013,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,11,0,0,0,November,186
89,771,56,Graduation,Together,54178.0,21-01-2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,11,0,1,1,Yan,194
76,1859,51,Master,Married,75251.0,27-08-2012,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,11,1,1,0,Aug,1890
1278,2931,45,Graduation,Divorced,71847.0,21-09-2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,11,0,0,0,Sep,1192
506,10584,47,Graduation,Married,65665.0,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,11,0,1,1,December,945
2218,4838,45,Graduation,Together,22775.0,19-06-2013,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,Jun,15
2198,2632,69,Graduation,Married,50501.0,18-06-2013,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0,11,1,1,2,Jun,500
1460,8233,73,Master,Widow,64866.0,26-01-2014,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,11,0,0,1,Yan,556
1374,4743,54,PhD,Married,56242.0,03-03-2013,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,11,0,1,1,March,971
2090,4865,49,Master,Divorced,53367.0,31-08-2013,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,11,1,0,2,Aug,400
358,6142,80,Master,Married,65073.0,20-08-2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,11,0,1,0,Aug,900
1286,339,51,PhD,Married,57091.0,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,11,1,1,1,November,496
1687,2570,55,Graduation,Together,56534.0,23-07-2013,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,11,1,1,1,July,815
918,2625,69,2n Cycle,Single,42607.0,17-11-2013,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,11,0,0,1,November,350
826,9499,69,Graduation,Married,93404.0,07-05-2013,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,11,0,1,3,May,1616
1930,5734,49,PhD,Married,61917.0,20-11-2013,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,11,0,1,2,November,91
534,8724,41,Graduation,Single,28567.0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,11,0,0,1,Jun,46
1746,10250,76,Basic,Together,28389.0,20-11-2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,11,0,1,0,November,28
440,5012,34,Graduation,Married,28691.0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,July,34
88,8504,50,Graduation,Married,79593.0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,11,0,1,0,May,1366
1977,4867,55,PhD,Single,38236.0,20-09-2013,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,11,0,0,2,Sep,88
1307,4394,58,PhD,Married,81051.0,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,11,0,1,0,May,1501
68,4477,65,Graduation,Together,69096.0,27-09-2013,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,11,0,1,1,Sep,653
507,6071,34,Graduation,Single,81217.0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,11,0,0,0,July,1157
1765,9167,67,Graduation,Married,67131.0,26-03-2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,11,0,1,1,March,976
1789,6173,44,Graduation,Together,77298.0,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,11,0,1,1,November,969
801,8629,67,Graduation,Widow,46984.0,26-03-2013,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,11,0,0,2,March,41
417,5067,29,Graduation,Together,80134.0,14-02-2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,11,0,1,0,Feb,1378
2155,8933,40,2n Cycle,Married,32146.0,12-05-2014,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,11,0,1,1,May,66
728,11171,58,Master,Married,56962.0,11-10-2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,11,0,1,3,Oct,411
124,7215,40,Graduation,Single,101970.0,12-03-2013,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,11,1,0,0,March,1135
549,2256,50,Master,Married,27159.0,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,11,0,1,2,March,21
1175,1604,63,Master,Married,47353.0,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,11,0,1,1,November,225
397,6354,39,Graduation,Together,15345.0,31-08-2012,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,11,1,1,1,Aug,47
806,7326,52,Master,Married,56850.0,23-03-2014,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,11,0,1,1,March,63
2079,10339,69,Master,Together,51381.5,23-06-2013,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,11,0,1,1,Jun,207
349,11030,47,Master,Married,33181.0,03-01-2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,11,0,1,1,Yan,16
467,9213,53,Graduation,Widow,31880.0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,11,0,0,1,Oct,15
470,2021,48,Graduation,Married,61456.0,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,11,0,1,1,March,1388
2173,6721,72,Graduation,Married,71965.0,29-07-2013,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,11,0,1,1,July,1213
2214,9303,47,Graduation,Married,5305.0,30-07-2013,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,11,0,1,1,July,32
894,8800,80,PhD,Divorced,48948.0,01-02-2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,11,1,0,0,Feb,902
97,11100,51,Graduation,Divorced,51813.0,11-04-2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,11,0,0,2,Apr,63
476,916,51,PhD,Single,41644.0,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,11,0,0,2,May,31
1857,5316,47,Master,Together,21024.0,04-07-2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,11,0,1,0,July,84
143,2937,49,PhD,Single,68352.0,28-08-2013,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,11,0,0,1,Aug,871
1093,9080,51,PhD,Single,38578.0,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,11,0,0,2,Jun,73
1422,2561,57,Graduation,Single,63810.0,11-11-2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,11,0,0,1,November,1371
1130,3412,72,Master,Married,67381.0,15-01-2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,11,0,1,1,Yan,957
1323,10971,46,Graduation,Single,37774.0,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,11,1,0,2,Sep,473
1682,2156,68,PhD,Married,22554.0,03-11-2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,11,0,1,2,November,41
1031,9220,52,Graduation,Single,91700.0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,11,1,0,0,Yan,1968
71,10629,50,2n Cycle,Married,51381.5,14-09-2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,11,0,1,1,Sep,109
701,10196,45,Graduation,Married,71427.0,12-03-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,11,0,1,2,March,614
166,10573,70,Graduation,Divorced,62551.0,18-11-2013,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,11,0,0,0,November,421
1995,6815,43,2n Cycle,Married,96547.0,23-05-2014,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,11,1,1,0,May,809
2151,7233,51,Graduation,Married,69209.0,17-09-2012,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,11,0,1,0,Sep,1782
1376,1542,48,Graduation,Single,56243.0,30-12-2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,11,0,0,3,December,396
1158,7959,62,Graduation,Married,79410.0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,11,0,1,0,May,1370
670,9153,59,PhD,Married,59304.0,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,11,0,1,1,July,1048
168,6637,35,Graduation,Single,66951.0,02-11-2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,11,0,0,0,November,1117
1017,8562,54,Graduation,Together,54165.0,28-05-2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,11,0,1,0,May,236
665,10826,64,Graduation,Married,18690.0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,11,0,1,0,December,60
539,304,42,Master,Single,22944.0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,11,0,0,1,December,76
911,4654,31,Graduation,Together,75114.0,07-11-2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,11,0,1,0,November,1253
727,437,47,Master,Divorced,75012.0,25-01-2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,11,0,0,0,Yan,1027
1330,4832,44,Graduation,Married,27244.0,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,11,0,1,1,March,101
919,4637,69,PhD,Single,74637.0,18-05-2013,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,11,0,0,0,May,1650
1237,9757,51,Graduation,Together,84906.0,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,11,0,1,0,Oct,1631
178,10492,64,Graduation,Together,38285.0,24-06-2014,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,11,0,1,3,Jun,10
868,8687,45,Graduation,Together,53172.0,06-05-2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,11,0,1,1,May,486
1,2174,69,Graduation,Single,46344.0,08-03-2014,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,11,0,0,2,March,27
899,905,37,Graduation,Divorced,21846.0,22-10-2013,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,11,0,0,1,Oct,84
1651,8395,62,Graduation,Single,82014.0,20-08-2012,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,11,1,0,0,Aug,1511
1727,1744,58,Basic,Single,23529.0,07-01-2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,11,0,0,1,Yan,54
879,3270,45,2n Cycle,Together,17117.0,17-01-2013,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,11,0,1,1,Yan,128
1120,850,55,Graduation,Single,70566.0,06-10-2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,11,0,0,1,Oct,757
954,8146,47,Master,Together,46106.0,11-05-2014,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,11,0,1,2,May,54
1589,2612,36,Graduation,Married,75794.0,24-12-2013,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,11,0,1,0,December,1682
2202,11133,50,PhD,YOLO,48432.0,18-10-2012,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,11,1,0,1,Oct,424
1062,1162,36,PhD,Single,42000.0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,11,1,0,0,Yan,653
2035,9119,73,Graduation,Together,60905.0,05-12-2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,11,0,1,1,December,392
1674,3389,53,Graduation,Married,69016.0,22-11-2012,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,11,0,1,1,November,1533
597,7444,54,Master,Married,42169.0,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,11,0,1,2,Oct,30
1715,10340,39,Graduation,Together,35196.0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,11,0,1,1,November,497
343,6245,73,PhD,Together,59292.0,13-06-2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,11,0,1,1,Jun,507
1513,9264,37,Graduation,Married,79529.0,27-04-2014,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,11,0,1,0,Apr,1638
1133,2975,47,Graduation,Together,85606.0,12-11-2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,11,0,1,1,November,1956
1221,1176,50,Graduation,Married,26228.0,22-09-2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,Sep,25
1997,10841,48,PhD,Together,56559.0,25-12-2012,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,11,0,1,1,December,484
474,9081,35,Graduation,Single,20518.0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,11,0,0,1,May,25
1140,849,70,Master,Together,56129.0,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,11,0,1,1,Jun,660
1869,2186,46,2n Cycle,Together,82326.0,10-03-2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,11,1,1,0,March,2257
647,3376,53,Master,Divorced,55282.0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,11,0,0,1,December,235
2015,4102,48,2n Cycle,Married,37284.0,29-03-2013,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,11,0,1,2,March,23
829,6646,39,Graduation,Together,16529.0,01-03-2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,11,0,1,1,March,22
876,773,52,Master,Divorced,42835.0,30-06-2013,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,11,0,0,2,Jun,595
20,9360,41,Graduation,Married,37040.0,08-08-2012,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,11,0,1,0,Aug,316
214,0,38,Graduation,Married,70951.0,04-05-2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,11,0,1,0,May,1198
2027,153,70,Graduation,Divorced,23272.0,17-10-2013,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,11,0,0,0,Oct,46
1819,8566,62,PhD,Together,32583.0,15-06-2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,1,2,Jun,9
2043,5454,44,Master,Married,45057.0,01-12-2013,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,11,0,1,1,December,50
1150,1453,80,PhD,Widow,57513.0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,11,0,0,0,July,1060
932,7922,72,PhD,Single,64950.0,12-08-2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,11,0,0,1,Aug,966
1804,8397,72,Graduation,Married,44689.0,10-01-2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,11,0,1,2,Yan,34
1840,9576,41,PhD,Together,32313.0,11-02-2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,11,0,1,1,Feb,159
1996,4122,48,Graduation,Married,79205.0,29-08-2012,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,11,1,1,0,Aug,895
1325,9212,61,Master,Married,72828.0,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,11,0,1,1,Feb,1678
1272,195,51,Graduation,Single,38808.0,26-08-2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,11,1,0,1,Aug,246
1159,640,72,Graduation,Married,57304.0,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,11,0,1,1,March,1026
731,610,70,PhD,Together,53593.0,07-08-2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,11,0,1,2,Aug,480
2006,3599,53,Graduation,Married,63684.0,26-11-2012,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,11,0,1,1,November,1464
952,5320,50,Master,Divorced,44051.0,29-01-2013,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,11,1,0,2,Yan,171
1585,1626,50,PhD,Divorced,35860.0,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,11,1,0,2,May,49
1985,8619,66,Graduation,Together,21994.0,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,11,0,1,1,December,22
1941,5138,73,Graduation,Together,28320.0,14-01-2013,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,Yan,43
1775,8910,68,Graduation,Together,42586.0,29-10-2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,11,1,1,2,Oct,252
576,8159,55,Graduation,Married,51287.0,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,11,0,1,2,Apr,182
491,22,47,Graduation,Divorced,46310.0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,11,0,0,1,December,309
49,6566,69,PhD,Married,72550.0,08-11-2012,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,11,0,1,2,November,1319
244,6439,65,Graduation,Married,61074.0,17-08-2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,11,0,1,1,Aug,1102
1815,2549,40,PhD,Together,21840.0,21-07-2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,11,0,1,1,July,27
1827,5302,37,Graduation,Together,78394.0,15-02-2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,11,1,1,0,Feb,1428
1768,8312,62,Basic,Married,28249.0,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,11,0,1,0,Jun,43
1432,9349,38,Graduation,Married,92533.0,19-12-2013,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,11,0,1,0,December,1131
1264,1857,71,Graduation,Single,47139.0,06-03-2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,11,1,0,2,March,83
487,5562,49,Graduation,Married,60093.0,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,11,0,1,1,Jun,735
1981,8524,49,PhD,Divorced,25509.0,18-09-2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,11,1,0,1,Sep,101
156,3025,65,Graduation,Single,49967.0,08-07-2013,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,11,0,0,1,July,306
768,20,58,2n Cycle,Married,46891.0,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,11,0,1,1,Sep,183
452,6471,52,Master,Single,36230.0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,11,0,0,1,Oct,59
766,5331,46,Graduation,Married,74985.0,11-09-2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,11,0,1,0,Sep,1869
1458,10133,53,Graduation,Single,93790.0,12-02-2014,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,11,1,0,0,Feb,2349
936,1628,52,Graduation,Together,71796.0,24-10-2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,11,0,1,0,Oct,960
2029,10001,38,2n Cycle,Together,7500.0,01-08-2012,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,11,0,1,1,Aug,100
563,10681,53,2n Cycle,Married,62466.0,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,11,0,1,1,Yan,889
2022,4954,67,Graduation,Married,48195.0,21-01-2014,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,11,0,1,2,Yan,265
951,6387,47,PhD,Together,52190.0,08-05-2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,11,0,1,2,May,77
